Index,X,Y,Z
0,0.4300951,0.3996407,-0.5825068
1,0.430225,0.3996859,-0.5826036
2,0.4302076,0.3997276,-0.5827721
3,0.4302359,0.399811,-0.5829251
4,0.4301724,0.3999906,-0.5830294
5,0.4302273,0.3999355,-0.5831182
6,0.4303051,0.3999309,-0.5830924
7,0.4299511,0.3996395,-0.5830402
8,0.4301388,0.399833,-0.5831615
9,0.4303343,0.3999649,-0.5835945
10,0.4303836,0.4001967,-0.5841036
11,0.430554,0.400729,-0.5847967
12,0.430856,0.4011013,-0.5856547
13,0.4311633,0.4019641,-0.5868253
14,0.4311433,0.4028818,-0.5880256
15,0.4311408,0.4035268,-0.5892078
16,0.4312553,0.404149,-0.5904362
17,0.4317363,0.4043352,-0.5920208
18,0.4334208,0.404258,-0.5940073
19,0.4366504,0.4034179,-0.5981932
20,0.4406061,0.402207,-0.6044832
21,0.4456894,0.4012996,-0.6124956
22,0.4504507,0.4007109,-0.6201031
23,0.4572693,0.4017054,-0.6292472
24,0.4640418,0.4025583,-0.6366007
25,0.4749692,0.4038212,-0.6417716
26,0.4877839,0.4040644,-0.644597
27,0.5012039,0.4034734,-0.6468841
28,0.5194491,0.4014257,-0.6474443
29,0.5376462,0.3992391,-0.6476507
30,0.5535637,0.3984239,-0.6469483
31,0.5676115,0.398438,-0.6467052
32,0.5799598,0.399148,-0.6448736
33,0.5902519,0.3999727,-0.6414738
34,0.6003786,0.4005535,-0.6377187
35,0.6053028,0.400768,-0.6286283
36,0.6096969,0.4004345,-0.6212752
37,0.608368,0.3992361,-0.6132925
38,0.6022482,0.3977473,-0.6073472
39,0.5961725,0.3972811,-0.6032247
40,0.5859868,0.3972959,-0.6024487
41,0.5752488,0.3988837,-0.6031314
42,0.5640957,0.4018809,-0.6043481
43,0.5536019,0.4040799,-0.605598
44,0.543183,0.4045718,-0.6065812
45,0.5305871,0.4027906,-0.6121067
46,0.5176213,0.4011667,-0.6182801
47,0.5058339,0.4001639,-0.6250845
48,0.4948413,0.399853,-0.6350821
49,0.4847227,0.3993782,-0.6446497
50,0.47541,0.398806,-0.6576756
51,0.4668485,0.3984692,-0.6717505
52,0.4583345,0.398757,-0.6864231
53,0.4503874,0.3997212,-0.7005845
54,0.4427006,0.400866,-0.7133014
55,0.4368774,0.4020196,-0.7247276
56,0.43337,0.402687,-0.7342049
57,0.4301594,0.4029176,-0.7430583
58,0.4316802,0.4032772,-0.7457401
59,0.430429,0.4041178,-0.7493994
60,0.431272,0.4057733,-0.7455972
61,0.4315597,0.4060645,-0.7425957
62,0.4305672,0.4052295,-0.7406778
63,0.4301725,0.4034184,-0.7380689
64,0.4289559,0.402912,-0.7361255
65,0.4285151,0.4032285,-0.735605
66,0.4290587,0.4034727,-0.7355921
67,0.4308131,0.4043687,-0.7351423
68,0.4321913,0.4047797,-0.7338594
69,0.4331843,0.4038585,-0.7310036
70,0.4315798,0.4026442,-0.7268216
71,0.4310721,0.4015668,-0.7226372
72,0.4318706,0.3997426,-0.7193298
