Index,X,Y,Z
0,0.4689283,0.3991953,-0.5600734
1,0.4643365,0.4024954,-0.5639694
2,0.4617821,0.405202,-0.5644922
3,0.461155,0.4038225,-0.5635452
4,0.4620693,0.4032712,-0.5633234
5,0.4654785,0.4013938,-0.5630156
6,0.4675064,0.4001741,-0.5620822
7,0.4697025,0.3993633,-0.5609171
8,0.4707131,0.3998067,-0.5603222
9,0.4732788,0.4016748,-0.5616234
10,0.4804727,0.4028087,-0.5644956
11,0.4910956,0.4025393,-0.5689344
12,0.5047768,0.4014,-0.5750624
13,0.5183603,0.4003214,-0.5807043
14,0.5350779,0.3990666,-0.5884713
15,0.5518644,0.3986647,-0.5960624
16,0.5669977,0.3986507,-0.6031723
17,0.5846424,0.3993134,-0.6117088
18,0.6022971,0.3999099,-0.6200166
19,0.6196006,0.4005134,-0.628043
20,0.6364073,0.4007899,-0.6356253
21,0.6528504,0.4005874,-0.6419106
22,0.6686793,0.4002255,-0.6482192
23,0.6841462,0.3995677,-0.6530774
24,0.6995512,0.3988941,-0.6575022
25,0.7149664,0.3985371,-0.6619671
26,0.729617,0.3980457,-0.6649832
27,0.7440373,0.3979613,-0.6687808
28,0.757772,0.3982381,-0.6716502
29,0.7708924,0.3986963,-0.6738461
30,0.783537,0.3989433,-0.6757312
31,0.796472,0.3996088,-0.6773583
32,0.8069285,0.3996412,-0.677336
33,0.8179542,0.3996245,-0.6780112
34,0.8277856,0.3993963,-0.678068
35,0.8366655,0.3997168,-0.6774018
36,0.8450911,0.4005483,-0.6760889
37,0.8516301,0.4011106,-0.6745344
38,0.8564705,0.4021282,-0.6719377
39,0.8598512,0.402388,-0.6684838
40,0.8645748,0.403093,-0.6657411
41,0.8623391,0.4027086,-0.6602525
42,0.8615097,0.4027264,-0.6560785
43,0.8567148,0.4026949,-0.6519636
44,0.8500353,0.4020624,-0.6489379
45,0.8444617,0.4016838,-0.645842
46,0.8364601,0.4014318,-0.6415841
47,0.8274292,0.4015508,-0.6361912
48,0.8171017,0.4020193,-0.6309646
49,0.8048454,0.4020791,-0.625761
50,0.7902106,0.4013746,-0.6206638
51,0.7761219,0.4011614,-0.6170044
52,0.757529,0.400333,-0.6157815
53,0.741306,0.3994401,-0.6149981
54,0.7233666,0.3984711,-0.6187086
55,0.7067577,0.3977918,-0.6232066
56,0.691056,0.3980493,-0.6332591
57,0.6774815,0.398646,-0.6446827
58,0.6642715,0.3991881,-0.6553382
59,0.6531188,0.4002697,-0.6709688
60,0.638934,0.400707,-0.6822104
61,0.622825,0.401641,-0.6937256
62,0.6071546,0.4025844,-0.7039922
63,0.5906863,0.4030987,-0.7124298
64,0.5747101,0.4024274,-0.7201787
65,0.5597441,0.4021605,-0.7279535
66,0.5456536,0.401325,-0.734737
67,0.5326828,0.4002388,-0.7413377
68,0.5203211,0.3994412,-0.7483461
69,0.5081154,0.3987637,-0.7557389
70,0.4957725,0.3985326,-0.7629877
71,0.4841754,0.3983655,-0.7698102
72,0.4733726,0.3988585,-0.7762102
73,0.4646347,0.400005,-0.7812674
74,0.4590608,0.4011191,-0.7851662
75,0.4550951,0.4015971,-0.7893712
76,0.4564255,0.4020345,-0.7922049
77,0.4602454,0.4019098,-0.793022
78,0.4656693,0.4026204,-0.7919214
79,0.4686081,0.4040211,-0.7909233
80,0.4703169,0.4035688,-0.7923206
81,0.4703658,0.4036035,-0.7925431
82,0.4678569,0.403401,-0.7919905
83,0.4672789,0.4039443,-0.7911959
84,0.4676242,0.4030496,-0.7893212
85,0.4687312,0.4024862,-0.7881305
86,0.4704049,0.4011097,-0.7860601
87,0.4704184,0.4002734,-0.7848802
88,0.4697267,0.4000662,-0.7834595
89,0.4696279,0.3995157,-0.7825868
90,0.4697946,0.3989713,-0.782025
91,0.4704287,0.398668,-0.7818992
92,0.4707814,0.3985255,-0.7819031
93,0.4712026,0.3983616,-0.7813385
94,0.4714305,0.3982905,-0.7800364
