Index,X,Y,Z
0,0.4683174,0.3916708,-0.5888786
1,0.4684795,0.3916051,-0.5886834
2,0.4686233,0.3915157,-0.5883809
3,0.4688736,0.3915166,-0.5881629
4,0.4690949,0.3914348,-0.5877447
5,0.4693122,0.3913897,-0.5873449
6,0.4695737,0.3913439,-0.5868784
7,0.4698257,0.391302,-0.5863557
8,0.4703336,0.3913642,-0.5857875
9,0.4705672,0.3911799,-0.5851413
10,0.4709273,0.3910819,-0.5844235
11,0.4711884,0.3910593,-0.5835866
12,0.4715817,0.3910709,-0.5827089
13,0.4720252,0.3911085,-0.5819435
14,0.4726611,0.3911013,-0.5814455
15,0.4735813,0.391184,-0.5812366
16,0.4744976,0.3914128,-0.5807886
17,0.4752346,0.3914082,-0.5798665
18,0.4766054,0.3918676,-0.5783364
19,0.4779688,0.3917448,-0.5763174
20,0.4792983,0.3920573,-0.5741661
21,0.4806774,0.3924341,-0.5712539
22,0.4824542,0.3927936,-0.5673332
23,0.484364,0.3930541,-0.5634724
24,0.4874342,0.393104,-0.5578119
25,0.4901863,0.3931849,-0.5534142
26,0.4937153,0.3929985,-0.5493137
27,0.4972694,0.3929994,-0.5459623
28,0.5013171,0.3930813,-0.543884
29,0.5053278,0.3930187,-0.5422389
30,0.510102,0.3931656,-0.5418996
31,0.5151208,0.3932683,-0.5422012
32,0.5197989,0.3934297,-0.5421436
33,0.5249575,0.3936683,-0.5435317
34,0.5296642,0.3938231,-0.5437912
35,0.5345502,0.3938967,-0.5447516
36,0.539158,0.3940895,-0.5456818
37,0.5436809,0.3942487,-0.5467837
38,0.5481118,0.3940632,-0.5485302
39,0.5524468,0.3941258,-0.5497354
40,0.5568178,0.3942731,-0.5517251
41,0.5611711,0.3940823,-0.5539887
42,0.5651599,0.3940673,-0.5569973
43,0.5689836,0.3942037,-0.5602812
44,0.5730233,0.3943085,-0.5635366
45,0.5765153,0.3942857,-0.5677394
46,0.5797546,0.3945428,-0.5725048
47,0.583433,0.3947367,-0.5770352
48,0.5863317,0.3948058,-0.5826556
49,0.5893242,0.3948728,-0.5875919
50,0.5921013,0.3950567,-0.5928055
51,0.594336,0.3950178,-0.5979635
52,0.5961147,0.3949732,-0.6030177
53,0.5978702,0.3948976,-0.6079643
54,0.5989372,0.3948563,-0.6128781
55,0.5995543,0.3948193,-0.6176059
56,0.5997769,0.3949224,-0.6220219
57,0.5996157,0.3948793,-0.6263855
58,0.5990128,0.3948622,-0.6305683
59,0.5983171,0.3945927,-0.634908
60,0.5969039,0.3944879,-0.6389912
61,0.5950412,0.3943034,-0.6430562
62,0.5932826,0.3941374,-0.6472093
63,0.5900791,0.3938767,-0.6516758
64,0.5874808,0.3936619,-0.6562077
65,0.5840257,0.3933029,-0.6612753
66,0.5803056,0.3932129,-0.6665947
67,0.5763717,0.3930052,-0.6719432
68,0.5722852,0.3927975,-0.6772313
69,0.5677324,0.3927416,-0.6828939
70,0.5625439,0.39239,-0.6881441
71,0.5575725,0.3923735,-0.6931874
72,0.5512538,0.3922983,-0.6982462
73,0.5454447,0.3920951,-0.7030865
74,0.5384378,0.3919717,-0.7076165
75,0.5313996,0.3920704,-0.7122064
76,0.5242893,0.3917896,-0.7159633
77,0.5165268,0.3918494,-0.7190704
78,0.5091269,0.3917783,-0.7217266
79,0.5018225,0.3916381,-0.7243552
80,0.4945004,0.3913457,-0.7264634
81,0.4872375,0.3914388,-0.7265756
82,0.4797341,0.3913623,-0.7271544
83,0.472353,0.3915642,-0.7259164
84,0.4652246,0.3917408,-0.7240652
85,0.4582265,0.391715,-0.7212681
86,0.451602,0.3916704,-0.7180694
87,0.4451669,0.3916295,-0.7151586
88,0.4394222,0.3915045,-0.7112525
89,0.4340852,0.3915697,-0.7070696
90,0.4292022,0.391409,-0.70298
91,0.4243694,0.391305,-0.6989595
92,0.4202023,0.3913059,-0.6943948
93,0.4163677,0.3913161,-0.6892745
94,0.4132133,0.3913675,-0.6838894
95,0.4104939,0.3913943,-0.6780182
96,0.4084231,0.3914453,-0.6718771
97,0.4062056,0.3913273,-0.6655658
98,0.4047309,0.3911876,-0.6586621
99,0.4035563,0.3911744,-0.651557
100,0.4021879,0.3912777,-0.6447159
101,0.4015073,0.3915277,-0.637571
102,0.401172,0.3917069,-0.6303762
103,0.401183,0.3919601,-0.6231945
104,0.4014471,0.3919756,-0.6161593
105,0.4019902,0.3921136,-0.6090558
106,0.4027638,0.3922764,-0.6020259
107,0.4038201,0.3923105,-0.5952343
108,0.4050722,0.3924025,-0.5882444
109,0.4067667,0.3926846,-0.5816462
110,0.4084269,0.3926794,-0.5754998
111,0.4099869,0.392843,-0.5694042
112,0.4122179,0.3929876,-0.5641602
113,0.4146926,0.3928128,-0.5605335
114,0.4167405,0.3928294,-0.5564477
115,0.4196169,0.3928688,-0.554114
116,0.4223544,0.3925637,-0.5529007
117,0.4249364,0.392397,-0.5512875
118,0.4278029,0.3921904,-0.5502939
119,0.4300868,0.3920574,-0.5515352
120,0.432012,0.3919691,-0.5513724
