Index,X,Y,Z
0,0.3888215,0.3863175,-0.5674173
1,0.3890358,0.3863381,-0.5672123
2,0.3898086,0.3866429,-0.566828
3,0.3899316,0.3868878,-0.5660146
4,0.3900335,0.3869522,-0.5654523
5,0.3901731,0.3869619,-0.5648098
6,0.3903202,0.3870695,-0.563197
7,0.3904044,0.3870014,-0.5608979
8,0.3906717,0.3867839,-0.5574754
9,0.3916653,0.3863356,-0.5539773
10,0.3930961,0.3856889,-0.5494839
11,0.3933959,0.3861352,-0.5435312
12,0.392879,0.3871875,-0.5370433
13,0.3911425,0.3890595,-0.5247126
14,0.3894933,0.3890172,-0.5141776
15,0.3887158,0.3880735,-0.4985295
16,0.3887374,0.387889,-0.4859664
17,0.3897295,0.3880749,-0.4747677
18,0.3916326,0.3889577,-0.4638577
19,0.3953983,0.3893535,-0.454743
20,0.4001317,0.390356,-0.4459012
21,0.4063005,0.3903969,-0.4378148
22,0.4136372,0.3908171,-0.4296195
23,0.4204622,0.3907885,-0.4213688
24,0.4282983,0.3906285,-0.412379
25,0.4351892,0.3906591,-0.4038078
26,0.4429279,0.3905317,-0.3958561
27,0.450489,0.3904694,-0.3871268
28,0.4587678,0.3907191,-0.3792542
29,0.4670753,0.3908084,-0.3715863
30,0.4759942,0.390844,-0.3636871
31,0.4850369,0.3910493,-0.3566716
32,0.4936948,0.3911289,-0.3495595
33,0.503369,0.3913633,-0.3439143
34,0.5130334,0.3918303,-0.3389988
35,0.5230489,0.3920398,-0.334306
36,0.5341482,0.3921489,-0.3317339
37,0.5448809,0.3926386,-0.3290877
38,0.5574379,0.3931434,-0.3285319
39,0.5702986,0.3935603,-0.3289161
40,0.5831394,0.3942312,-0.3297215
41,0.5967195,0.3949472,-0.3312013
42,0.6107965,0.3953409,-0.3345942
43,0.6242072,0.3959353,-0.3387921
44,0.6371982,0.3960288,-0.3430766
45,0.6491766,0.3958948,-0.3471315
46,0.660513,0.3960681,-0.3517014
47,0.6715015,0.3953089,-0.3565424
48,0.6804634,0.3951491,-0.3617296
49,0.689416,0.3951499,-0.3673113
50,0.6998382,0.3966208,-0.3712313
51,0.7067255,0.3965292,-0.3779553
52,0.7148405,0.3967367,-0.3845256
53,0.7218921,0.396012,-0.3929803
54,0.7290549,0.3959928,-0.4015577
55,0.735744,0.3964117,-0.4113111
56,0.7424828,0.3960063,-0.4222796
57,0.7494562,0.3961558,-0.4327997
58,0.7553609,0.3963259,-0.4450807
59,0.7605508,0.395566,-0.4583823
60,0.7654898,0.3957217,-0.4716745
61,0.7697312,0.3957992,-0.4852534
62,0.7733536,0.3950174,-0.49905
63,0.7751186,0.394948,-0.513927
64,0.7773883,0.3951217,-0.5281908
65,0.7783827,0.3947033,-0.5430056
66,0.7787298,0.3947027,-0.5575228
67,0.7783953,0.3947386,-0.571992
