Index,X,Y,Z
0,0.7662667,0.4044922,-0.519219
1,0.7663648,0.4040444,-0.5184685
2,0.7665531,0.4039847,-0.5181295
3,0.766685,0.4042001,-0.517664
4,0.7665167,0.4043387,-0.5176747
5,0.7662219,0.4042318,-0.5174944
6,0.7659304,0.404208,-0.5171029
7,0.765788,0.4041165,-0.5167565
8,0.7656944,0.4035454,-0.5155283
9,0.7646766,0.4023232,-0.514461
10,0.7643214,0.401721,-0.512858
11,0.7642854,0.4012536,-0.5109679
12,0.7637911,0.401014,-0.5088621
13,0.762032,0.4004721,-0.5067691
14,0.7609381,0.3993713,-0.5055488
15,0.7582829,0.3990774,-0.5046301
16,0.755244,0.399442,-0.5030162
17,0.7506354,0.4008728,-0.5003102
18,0.7437737,0.40245,-0.496554
19,0.7357624,0.403614,-0.4910949
20,0.7280764,0.4046078,-0.4850947
21,0.7208019,0.4045249,-0.4783942
22,0.7139182,0.4042536,-0.4720951
23,0.7078467,0.4034303,-0.4655378
24,0.701489,0.4019458,-0.4596585
25,0.6951705,0.4008687,-0.4535218
26,0.6890956,0.400043,-0.4486541
27,0.6830021,0.399691,-0.446017
28,0.6772475,0.399646,-0.4424234
29,0.6720974,0.4006146,-0.4406669
30,0.6672928,0.4015715,-0.4396372
31,0.6625182,0.4020894,-0.4380985
32,0.6585312,0.4024806,-0.4376606
33,0.6548024,0.401924,-0.4378412
34,0.6513595,0.4016962,-0.4376383
35,0.6490976,0.4008697,-0.4393248
36,0.6476053,0.4007687,-0.4411303
37,0.6463952,0.400609,-0.4433526
38,0.6451189,0.4004862,-0.4461545
39,0.6467359,0.4013189,-0.4512099
40,0.647658,0.4018822,-0.4555072
41,0.6500223,0.4024963,-0.4612597
42,0.6512278,0.402317,-0.4663095
43,0.6529633,0.4019732,-0.4718637
44,0.654863,0.4009524,-0.4784698
45,0.6573375,0.4004146,-0.4855953
46,0.6604815,0.3999097,-0.4941261
47,0.6635599,0.3999098,-0.5029924
48,0.6668417,0.4014695,-0.5110779
49,0.6703768,0.4019656,-0.5206447
50,0.6732401,0.4025095,-0.5294544
51,0.6755849,0.4025938,-0.5380371
52,0.6776291,0.4030761,-0.5463302
53,0.6789138,0.4034258,-0.553513
54,0.6792699,0.4039958,-0.5595127
55,0.6794133,0.4045061,-0.5653275
56,0.6771358,0.4045022,-0.5681559
57,0.6764109,0.4049166,-0.5719752
58,0.6749632,0.4050789,-0.5750787
59,0.6727708,0.4049506,-0.5753871
60,0.6707398,0.404362,-0.5771235
61,0.6683016,0.4041129,-0.5775961
62,0.6660172,0.4041231,-0.5777891
63,0.6633047,0.4041337,-0.5776814
64,0.66049,0.4039339,-0.5767871
65,0.6572996,0.4036965,-0.5763942
66,0.6540014,0.4036844,-0.5753996
67,0.6504243,0.4033959,-0.5738548
68,0.6460841,0.4034082,-0.5721774
69,0.6405162,0.4033379,-0.5696898
70,0.6349372,0.4037071,-0.5666922
71,0.6260648,0.404516,-0.5608634
72,0.6181849,0.4042598,-0.5564007
73,0.6090394,0.4043918,-0.5495309
74,0.599826,0.404029,-0.5421142
75,0.5915052,0.4035029,-0.5351445
76,0.5840734,0.4028957,-0.5269788
77,0.5769249,0.4026963,-0.5190496
78,0.5692217,0.4021345,-0.511243
79,0.561647,0.4012701,-0.5031309
80,0.5539743,0.401177,-0.4958048
81,0.5454164,0.4009607,-0.4884399
82,0.5371212,0.4012016,-0.4817515
83,0.5295061,0.401513,-0.4756177
84,0.5214994,0.4009413,-0.4694512
85,0.5146244,0.4006813,-0.4648679
86,0.5084009,0.400716,-0.4600692
87,0.5018087,0.4001743,-0.4555394
88,0.4972528,0.400065,-0.4538284
89,0.4932139,0.3999396,-0.4522231
90,0.4894859,0.3996686,-0.4510154
91,0.4879818,0.399676,-0.4517271
92,0.4888493,0.4000524,-0.4535499
93,0.4908732,0.4004115,-0.4560927
94,0.4945044,0.4007972,-0.4595254
95,0.4975848,0.4012996,-0.4625386
96,0.5022385,0.4010391,-0.4669377
97,0.5053124,0.4019988,-0.4704134
98,0.5039116,0.4019852,-0.4715633
99,0.5015771,0.4028888,-0.4723447
100,0.4974186,0.4054474,-0.4700951
101,0.4965761,0.4055909,-0.4688717
102,0.4974695,0.4044449,-0.4677405
103,0.4991462,0.4033024,-0.4669398
