Index,X,Y,Z
0,0.795171,0.4047188,-0.6132296
1,0.7951525,0.4043202,-0.6145428
2,0.7956018,0.4049197,-0.616742
3,0.7958794,0.4057474,-0.6185835
4,0.7955317,0.4057327,-0.6194836
5,0.7951884,0.4059978,-0.6194705
6,0.7947899,0.4053716,-0.6181878
7,0.7951399,0.4045864,-0.6166685
8,0.7955793,0.4040308,-0.6156901
9,0.7955621,0.4036751,-0.6149766
10,0.7955105,0.4035558,-0.6148583
11,0.7954227,0.4038571,-0.6152932
12,0.7955271,0.4041516,-0.6156765
13,0.7955222,0.4042752,-0.6155781
14,0.7951914,0.4041836,-0.6150685
15,0.7953324,0.4040797,-0.6145927
16,0.7952604,0.4036734,-0.6135541
17,0.7952663,0.4032607,-0.6127476
18,0.7952565,0.4029245,-0.6118017
19,0.7950824,0.402586,-0.6105663
20,0.7942476,0.4026204,-0.6093081
21,0.7910978,0.401566,-0.6076627
22,0.7865359,0.4017757,-0.6059321
23,0.7797949,0.4027149,-0.6033353
24,0.772572,0.402638,-0.6005982
25,0.7659961,0.4030305,-0.5978331
26,0.7584501,0.4032073,-0.5942417
27,0.751351,0.4033396,-0.5901964
28,0.7445337,0.4036103,-0.5861152
29,0.7371356,0.4033386,-0.5812036
30,0.7308066,0.4032592,-0.5771545
31,0.7249276,0.4026867,-0.5733386
32,0.7199027,0.4024984,-0.569943
33,0.7158474,0.4025348,-0.567192
34,0.7124445,0.4028937,-0.5646198
35,0.7089967,0.4030049,-0.5620252
36,0.7058735,0.4030208,-0.5596597
37,0.7029271,0.403291,-0.5571241
38,0.7009425,0.4036328,-0.5541489
39,0.6980659,0.4036516,-0.5511258
40,0.696095,0.4034791,-0.548215
41,0.6944311,0.4032307,-0.5455148
42,0.692803,0.4027427,-0.5436118
43,0.6910963,0.4024442,-0.5418836
44,0.6900689,0.4019152,-0.5422714
45,0.6898771,0.4017551,-0.543953
46,0.689685,0.4019811,-0.545316
47,0.6910007,0.4028016,-0.5511369
48,0.6917557,0.4040231,-0.5576857
49,0.6916008,0.4062048,-0.5627477
50,0.6907615,0.4090738,-0.5678872
51,0.6898125,0.4089938,-0.5719728
52,0.6889068,0.4067509,-0.5765676
53,0.6891111,0.403972,-0.5829763
54,0.6891478,0.4013213,-0.5894948
55,0.6917318,0.4015097,-0.5977865
56,0.6957119,0.4018995,-0.6092904
57,0.6991642,0.4030882,-0.6215397
58,0.7021911,0.4044819,-0.6327289
59,0.7051778,0.4048139,-0.644706
60,0.7076391,0.4044051,-0.6549435
61,0.709693,0.4040122,-0.6648024
62,0.7102412,0.403852,-0.6732503
63,0.710308,0.4036366,-0.68128
64,0.7092156,0.404376,-0.687209
65,0.7066035,0.4049841,-0.6914481
66,0.7036569,0.4059084,-0.6939327
67,0.6998601,0.406375,-0.6941644
68,0.696516,0.406663,-0.6946268
69,0.6922422,0.4065687,-0.6919181
70,0.6874477,0.4058005,-0.68775
71,0.6829069,0.4053791,-0.6850957
72,0.6778619,0.4040993,-0.6799275
73,0.673001,0.4032672,-0.6762777
74,0.6678029,0.4028017,-0.6726242
75,0.6625497,0.4026412,-0.6693014
76,0.6565928,0.4026076,-0.6661585
77,0.650355,0.4033692,-0.6631846
78,0.6441251,0.403422,-0.6602452
79,0.6375972,0.404033,-0.6562936
80,0.631023,0.4045104,-0.6516384
81,0.6241333,0.4044349,-0.6463413
82,0.6176345,0.4044446,-0.6402817
83,0.6113188,0.4042572,-0.6337977
84,0.6051123,0.4040909,-0.6279663
85,0.5986692,0.403542,-0.6214745
86,0.5927334,0.4031177,-0.6158718
87,0.5868356,0.4028201,-0.6111981
88,0.5805729,0.4025813,-0.6063245
89,0.5753956,0.4027292,-0.6030977
90,0.5703213,0.4028098,-0.5999022
91,0.5668096,0.4030226,-0.5989526
92,0.5636115,0.4031248,-0.5980569
93,0.5601867,0.402891,-0.5969815
94,0.5586146,0.4029197,-0.5974098
95,0.5578751,0.4029516,-0.5982232
96,0.5571131,0.4031849,-0.5987116
97,0.5592082,0.4034777,-0.60087
98,0.5603633,0.4037288,-0.6020869
99,0.5628004,0.4036594,-0.6041486
100,0.5653144,0.4033129,-0.607045
101,0.5664511,0.4042532,-0.6094619
102,0.5667008,0.40488,-0.611734
103,0.5654172,0.4056402,-0.6132366
104,0.5631025,0.4056502,-0.6131078
105,0.5617589,0.4059913,-0.611239
106,0.561096,0.4052605,-0.6085141
107,0.5611917,0.4045531,-0.6066083
