Index,X,Y,Z
0,0.7094043,0.3822194,-0.5720494
1,0.7094021,0.3821918,-0.5721025
2,0.7094604,0.3821501,-0.5722802
3,0.7094249,0.3821665,-0.5725573
4,0.7096539,0.3824419,-0.5725259
5,0.7095482,0.3823504,-0.5726686
6,0.7095174,0.3824224,-0.5725366
7,0.7092821,0.3821633,-0.5726504
8,0.7091708,0.3818807,-0.5726556
9,0.7091717,0.3820554,-0.5723394
10,0.7090696,0.3820725,-0.5725138
11,0.70904,0.3820133,-0.5726616
12,0.7090879,0.3822806,-0.5728132
13,0.7090845,0.3822558,-0.5729162
14,0.7090151,0.3821726,-0.5729983
15,0.7090528,0.3824564,-0.5728607
16,0.7089085,0.3823124,-0.5729704
17,0.7087613,0.3822227,-0.5730798
18,0.7088151,0.3825152,-0.5729626
19,0.708695,0.3824016,-0.5730407
20,0.708631,0.3827188,-0.5725929
21,0.7085103,0.3827685,-0.5724474
22,0.7081127,0.3824421,-0.5722951
23,0.7078003,0.3821551,-0.5721536
24,0.7076635,0.3819467,-0.5719057
25,0.707312,0.3816569,-0.5716225
26,0.7069077,0.3813477,-0.571331
27,0.706193,0.3809142,-0.5710922
28,0.705067,0.3804224,-0.570622
29,0.7035804,0.3793364,-0.570493
30,0.7027139,0.3786005,-0.569762
31,0.7017893,0.3776967,-0.5689786
32,0.7005479,0.3773258,-0.5683253
33,0.6982704,0.3771212,-0.5678591
34,0.695344,0.378243,-0.5655316
35,0.6917061,0.3795433,-0.5594879
36,0.6870117,0.380345,-0.5503247
37,0.6807714,0.3805774,-0.5415355
38,0.669261,0.3813061,-0.5314071
39,0.654578,0.383752,-0.5220929
40,0.6410974,0.384811,-0.5138547
41,0.6266211,0.3871557,-0.5034004
42,0.6115438,0.3867196,-0.4942002
43,0.5968734,0.3849173,-0.4847389
44,0.5829237,0.382097,-0.4740411
45,0.5716528,0.3829132,-0.4586215
46,0.560023,0.3803231,-0.4447307
47,0.5494367,0.3780422,-0.4316162
48,0.5423749,0.3794927,-0.4152965
49,0.5369447,0.3779696,-0.4003814
50,0.5345087,0.3772777,-0.3845641
51,0.533884,0.3794712,-0.3666593
52,0.5331926,0.3805583,-0.3497347
53,0.5365739,0.3834569,-0.3310245
54,0.5409926,0.3862217,-0.3121493
55,0.5475149,0.3880027,-0.2937085
56,0.5564762,0.3876052,-0.2760893
57,0.5667577,0.3868942,-0.2584175
58,0.5767371,0.3874122,-0.2408827
59,0.590768,0.386046,-0.2243377
60,0.6068702,0.3851395,-0.2093667
61,0.6224272,0.3857549,-0.1950517
62,0.6391885,0.3869419,-0.1828192
63,0.6564243,0.3889429,-0.172849
64,0.6714277,0.391368,-0.1654381
65,0.6848062,0.3915457,-0.1580694
66,0.6971273,0.390745,-0.1523966
67,0.7094362,0.3914574,-0.1472567
68,0.7192218,0.3917071,-0.1450015
69,0.728946,0.39142,-0.144067
70,0.7391021,0.3909954,-0.1449871
71,0.7490059,0.3909811,-0.1475355
72,0.7590421,0.3914331,-0.1496627
73,0.7676767,0.3918334,-0.1550769
74,0.7765138,0.3917397,-0.1596503
75,0.7836727,0.3911263,-0.1675982
76,0.7893795,0.390754,-0.17726
77,0.7934313,0.3916812,-0.187491
78,0.7961917,0.3923995,-0.1987764
79,0.7989298,0.3919347,-0.2101005
80,0.7987062,0.3921221,-0.2233328
81,0.7964481,0.3918344,-0.2368803
82,0.7928264,0.3913947,-0.2501131
83,0.7880537,0.3909827,-0.2625937
84,0.7842786,0.390177,-0.2745914
85,0.7797604,0.3890749,-0.286153
86,0.7761078,0.3904737,-0.2945867
87,0.7735918,0.39064,-0.3025846
88,0.7716607,0.3895242,-0.3076765
89,0.7706604,0.3898562,-0.3124112
90,0.7711699,0.390256,-0.313923
91,0.7721221,0.3905266,-0.3146419
92,0.7730744,0.390441,-0.3139872
93,0.7736357,0.3902901,-0.3135214
94,0.7745922,0.3906294,-0.3097274
95,0.7751754,0.3904079,-0.3052051
96,0.7769363,0.3889876,-0.3021351
97,0.7790558,0.3871778,-0.2997275
98,0.7792393,0.3866945,-0.2976469
99,0.7778671,0.3873847,-0.2982005
100,0.7768358,0.3872804,-0.3004564
101,0.7746342,0.3865007,-0.3020409
102,0.7733368,0.3862721,-0.3022206
103,0.7727977,0.3860095,-0.3016933
104,0.7720833,0.3851559,-0.3002528
105,0.7712492,0.384389,-0.2978798
106,0.7704971,0.3839792,-0.2953209
107,0.7698888,0.3831197,-0.2927583
108,0.7702472,0.3823481,-0.2898659
109,0.7719658,0.3819827,-0.2869394
110,0.775802,0.3823307,-0.2837474
111,0.7799475,0.3835679,-0.2800009
112,0.7849813,0.3854859,-0.2764054
113,0.7892346,0.3869266,-0.2731482
114,0.7933905,0.3877129,-0.2691067
115,0.7984403,0.3876571,-0.26507
116,0.8045417,0.38708,-0.2613979
117,0.8122378,0.3867184,-0.257321
118,0.8200606,0.3864478,-0.2536684
119,0.8301343,0.3867129,-0.2499357
120,0.8406837,0.3874157,-0.2469632
121,0.8529189,0.3881033,-0.2448102
122,0.8654804,0.3894424,-0.2425056
123,0.878812,0.3901397,-0.2410963
124,0.8922625,0.3911485,-0.2400142
125,0.906779,0.391395,-0.2413478
126,0.921382,0.3902788,-0.2455309
127,0.9363289,0.3894627,-0.2498679
128,0.95124,0.3897662,-0.2576002
129,0.9635515,0.3888222,-0.2689775
130,0.9756613,0.3891962,-0.2810004
131,0.9857354,0.3886154,-0.294619
132,0.9938676,0.38684,-0.3102098
133,1.003564,0.3868548,-0.3240682
134,1.011086,0.3859711,-0.3411014
135,1.020323,0.3849642,-0.3556128
136,1.028314,0.384916,-0.3703056
137,1.036423,0.3849081,-0.3844867
138,1.042354,0.3846481,-0.398253
139,1.047557,0.3858439,-0.4114648
140,1.049702,0.3876436,-0.4243505
141,1.051053,0.3878127,-0.4365326
142,1.052525,0.3879383,-0.4474384
143,1.049308,0.3860579,-0.4555762
144,1.048644,0.386416,-0.4652307
145,1.045711,0.3866592,-0.4747302
146,1.04261,0.3864017,-0.4842938
147,1.039597,0.3869083,-0.4933008
148,1.037095,0.3873764,-0.5020757
149,1.033532,0.3873851,-0.5095936
150,1.02854,0.3878464,-0.5166147
151,1.02242,0.3874205,-0.5238637
152,1.016456,0.3874307,-0.5316683
153,1.008901,0.388241,-0.5391568
154,1.000723,0.3885722,-0.5463204
155,0.9922885,0.38895,-0.552126
156,0.9834969,0.3885639,-0.5570969
157,0.9743251,0.3880718,-0.5623046
158,0.9631941,0.3875789,-0.5661203
159,0.9510924,0.3869098,-0.5697171
160,0.9379074,0.3867107,-0.5722897
161,0.9236494,0.3860076,-0.5736569
162,0.9082572,0.3855111,-0.57394
163,0.876632,0.3846102,-0.5742742
164,0.860204,0.3839926,-0.5726217
165,0.84378,0.3824944,-0.5700047
166,0.8273307,0.3808967,-0.5682142
167,0.79068,0.3793164,-0.5604347
168,0.7722478,0.3789458,-0.55729
169,0.7548476,0.3797676,-0.5537152
170,0.7383503,0.3797658,-0.5499526
171,0.7221802,0.3789417,-0.5466645
172,0.7068551,0.3789745,-0.5434339
173,0.6932533,0.3787226,-0.5416167
174,0.681628,0.3791318,-0.5410837
175,0.670838,0.3789278,-0.5411991
176,0.6651146,0.3787759,-0.5433192
177,0.6640855,0.3788669,-0.5458721
178,0.6684272,0.378786,-0.5480989
179,0.6781948,0.3794142,-0.5492529
180,0.6874478,0.3804541,-0.5504627
181,0.6999592,0.3814341,-0.5497183
182,0.7091435,0.383613,-0.5507174
183,0.7129811,0.3844725,-0.5526251
184,0.7083896,0.3851709,-0.5547855
185,0.7000002,0.3866338,-0.5547488
186,0.69667,0.3871016,-0.5549752
187,0.6932398,0.3844963,-0.5529276
188,0.6941022,0.3824759,-0.5517851
189,0.6958009,0.3804488,-0.5501531
190,0.6985455,0.3799032,-0.5487138
