Index,X,Y,Z
0,0.7043853,0.3851489,-0.6010537
1,0.7044932,0.3853168,-0.6010261
2,0.7044742,0.3852471,-0.6010705
3,0.7044005,0.3849726,-0.6012451
4,0.7048345,0.385224,-0.6009304
5,0.7049047,0.3851345,-0.6010159
6,0.7050292,0.3848065,-0.6012923
7,0.7052816,0.385156,-0.6014297
8,0.7054267,0.3852773,-0.6015977
9,0.7052963,0.3850164,-0.601857
10,0.7051187,0.3849199,-0.6018399
11,0.7049966,0.3846415,-0.6018108
12,0.7047904,0.3841906,-0.6017416
13,0.7046915,0.3841491,-0.601642
14,0.7044979,0.383944,-0.6016143
15,0.7042603,0.3835461,-0.6017922
16,0.7042496,0.3836468,-0.6017036
17,0.7041373,0.383501,-0.6017735
18,0.7038931,0.3830928,-0.6020241
19,0.7040851,0.383249,-0.6018984
20,0.7041417,0.3831688,-0.601933
21,0.7039753,0.3828634,-0.6021424
22,0.7041551,0.3831986,-0.6019718
23,0.704127,0.383104,-0.6020888
24,0.7039527,0.3826002,-0.6023442
25,0.7041112,0.3829123,-0.6021495
26,0.7040375,0.3828272,-0.6022194
27,0.7037578,0.3823935,-0.6024531
28,0.7038422,0.3824171,-0.6023953
29,0.7038862,0.382261,-0.6023804
30,0.7040143,0.3823023,-0.6023908
31,0.7039691,0.3821898,-0.602456
32,0.7037769,0.382079,-0.6025475
33,0.7035041,0.3816859,-0.6026678
34,0.7035119,0.3817489,-0.6024044
35,0.7032203,0.3813595,-0.6023166
36,0.7028521,0.3809211,-0.6023195
37,0.7028215,0.3810332,-0.6021149
38,0.7026641,0.3808668,-0.6022063
39,0.7025515,0.3808354,-0.6023989
40,0.7025425,0.3810958,-0.6022692
41,0.7023807,0.381028,-0.6023952
42,0.7022505,0.3808506,-0.6024888
43,0.7021208,0.3810591,-0.6023226
44,0.7017233,0.3809706,-0.6022884
45,0.7016615,0.3813532,-0.6020726
46,0.701313,0.3811365,-0.6020693
47,0.7009797,0.3809963,-0.6020398
48,0.7005773,0.3809685,-0.6020416
49,0.7003904,0.3813069,-0.6018029
50,0.6999424,0.3812052,-0.6018369
51,0.6994421,0.3808749,-0.6021016
