Index,X,Y,Z
0,0.7733438,0.3952582,-0.5421415
1,0.7734066,0.3954169,-0.5421211
2,0.7735502,0.3953489,-0.5419998
3,0.7737392,0.3953602,-0.5418525
4,0.7737489,0.3953894,-0.5414203
5,0.7739156,0.3953514,-0.5410456
6,0.7741553,0.3952125,-0.5409278
7,0.7745484,0.3952558,-0.5411555
8,0.7748268,0.3956624,-0.541448
9,0.7751529,0.396131,-0.5419931
10,0.775212,0.3965898,-0.5423304
11,0.7750936,0.3966908,-0.5425797
12,0.775208,0.3968761,-0.5430993
13,0.7752695,0.3971005,-0.5445812
14,0.7760491,0.3976516,-0.5470133
15,0.7777922,0.3985374,-0.5503457
16,0.7806296,0.399034,-0.5547285
17,0.7850701,0.3983496,-0.5607133
18,0.790304,0.3969921,-0.5677133
19,0.7993078,0.3940647,-0.5804067
20,0.8101672,0.3923953,-0.5981981
21,0.8196471,0.3917134,-0.617819
22,0.8279414,0.3941427,-0.652718
23,0.8328363,0.3958025,-0.6810697
24,0.8332164,0.3986751,-0.7148408
25,0.8320023,0.4015351,-0.7465396
26,0.8300195,0.4029736,-0.7757475
27,0.8274766,0.4020017,-0.8055394
28,0.8250084,0.4008135,-0.8346842
29,0.8206202,0.39973,-0.8635791
30,0.8145619,0.4000108,-0.8929767
31,0.8065829,0.4002976,-0.9222001
32,0.7983005,0.4001219,-0.9511387
33,0.7876635,0.4016117,-0.9778808
34,0.7751523,0.4019733,-1.004961
35,0.7610741,0.4014753,-1.030665
36,0.7459425,0.4022705,-1.053175
37,0.7303602,0.4044261,-1.072766
38,0.7151021,0.4050298,-1.092512
39,0.7001306,0.4060458,-1.108253
40,0.6869122,0.4069405,-1.122613
41,0.6751903,0.4070334,-1.13526
42,0.664997,0.4073355,-1.14839
43,0.6597807,0.4076146,-1.154658
44,0.6534345,0.4080455,-1.163478
45,0.6506273,0.4078031,-1.169452
46,0.6487339,0.4065517,-1.173597
47,0.6457418,0.405499,-1.17834
48,0.644723,0.4038101,-1.179263
49,0.6440758,0.4024421,-1.176567
50,0.6439012,0.4016667,-1.170694
51,0.6434276,0.4008319,-1.164914
52,0.6439287,0.3996674,-1.152659
53,0.6454151,0.3985828,-1.138391
54,0.6453919,0.3972885,-1.126365
55,0.6454396,0.3956938,-1.112157
